,original_filename,mean_count,std_count,cv_percentage
0,16GRAY_045-cropped,51.714285714285715,2.2146697055682827,4.282510480380657
1,1GRAY_030-cropped,55.285714285714285,2.429971585175824,4.3952974408865035
2,4GRAY_000-cropped,74.57142857142857,1.1338934190276817,1.5205467304968912
3,9GRAY_015-cropped,70.71428571428571,3.3022358947782493,4.669828538070251
