,original_filename,mean_count,std_count,cv_percentage
0,16GRAY_045-cropped,43.75,2.1213203435596424,4.848732213850611
1,1GRAY_030-cropped,49.0,6.697547525560595,13.668464337878767
2,4GRAY_000-cropped,72.875,0.3535533905932738,0.4851504502137548
3,9GRAY_015-cropped,61.25,7.086203900134804,11.569312490016006
