,original_filename,mean_count,std_count,cv_percentage
0,16GRAY_045-cropped,34.25,3.5355339059327378,10.32272673265033
1,1GRAY_030-cropped,38.25,3.1509635714446826,8.237813258678909
2,4GRAY_000-cropped,61.625,4.596194077712559,7.458327103793199
3,9GRAY_015-cropped,50.375,4.405759217854998,8.74592400566749
