,original_filename,mean_count,std_count,cv_percentage
0,16GRAY_045-cropped,54.42857142857143,3.4572215654165053,6.351850645122188
1,1GRAY_030-cropped,53.285714285714285,2.9277002188455996,5.494343574241071
2,4GRAY_000-cropped,74.71428571428571,3.903600291794133,5.22470402343383
3,9GRAY_015-cropped,70.14285714285714,4.913538149119954,7.005044204448
